Rvv,muvv,mupv,sigmav,C,conv_status
0.01, 1.0, 0.1, 0.135, 0.24047482859005517, true
0.005, 1.0, 0.1, 0.105, 0.24035406406727197, true
0.015, 1.0, 0.1, 0.147, 0.24053524139206453, true
0.02, 1.0, 0.1, 0.009, 0.2257797588304305, true
0.01, 1.0, 0.1, 0.051, 0.23885992559476246, true
0.01, 1.0, 0.1, 0.147, 0.24053432432248378, true
0.01, 1.0, 0.1, 0.084, 0.24008312516123978, true
0.015, 1.0, 0.1, 0.0, 0.2224550370370375, true
0.005, 1.0, 0.1, 0.075, 0.2399374741332095, true
0.015, 1.0, 0.1, 0.081, 0.24004371668753374, true
0.015, 1.0, 0.1, 0.087, 0.24012445003960262, true
0.015, 1.0, 0.1, 0.051, 0.23886173358698573, true
0.005, 1.0, 0.1, 0.108, 0.24036347531054203, true
0.035, 1.0, 0.1, 0.042, 0.237693212891275, true
0.025, 1.0, 0.1, 0.0, 0.2224550370370375, true
0.02, 1.0, 0.1, 0.123, 0.24042943008408532, true
0.02, 1.0, 0.1, 0.039, 0.2374219962381422, true
0.025, 1.0, 0.1, 0.105, 0.2403556980915096, true
0.02, 1.0, 0.1, 0.12, 0.240436302608658, true
0.025, 1.0, 0.1, 0.03, 0.23515953959152847, true
0.025, 1.0, 0.1, 0.108, 0.24036247682232306, true
0.035, 1.0, 0.1, 0.12, 0.2404358419298605, true
0.035, 1.0, 0.1, 0.015, 0.22793113904603415, true
0.025, 1.0, 0.1, 0.09, 0.24013833634177412, true
0.02, 1.0, 0.1, 0.147, 0.24053079874262667, true
0.02, 1.0, 0.1, 0.078, 0.23997875799458965, true
0.03, 1.0, 0.1, 0.087, 0.2401213135156344, true
0.025, 1.0, 0.1, 0.021, 0.231852829027659, true
0.03, 1.0, 0.1, 0.042, 0.23781488563260794, true
0.035, 1.0, 0.1, 0.132, 0.24047463691278417, true
0.03, 1.0, 0.1, 0.054, 0.23902864097807364, true
0.035, 1.0, 0.1, 0.114, 0.24038843923051803, true
0.025, 1.0, 0.1, 0.102, 0.24032072584167735, true
0.02, 1.0, 0.1, 0.048, 0.2385460758340174, true
0.02, 1.0, 0.1, 0.093, 0.24018800364892656, true
0.025, 1.0, 0.1, 0.066, 0.239652196964466, true
0.035, 1.0, 0.1, 0.057, 0.23919986272203111, true
0.035, 1.0, 0.1, 0.033, 0.2359482263052057, true
0.03, 1.0, 0.1, 0.144, 0.2405192640331253, true
0.035, 1.0, 0.1, 0.099, 0.24028668093351452, true
0.025, 1.0, 0.1, 0.144, 0.24051633272364878, true
0.03, 1.0, 0.1, 0.036, 0.236849127770223, true
0.02, 1.0, 0.1, 0.135, 0.24047878762773586, true
0.03, 1.0, 0.1, 0.114, 0.24038603021257215, true
0.03, 1.0, 0.1, 0.096, 0.24024439015519333, true
0.025, 1.0, 0.1, 0.15, 0.24054549960155433, true
0.02, 1.0, 0.1, 0.084, 0.2400796337084153, true
0.025, 1.0, 0.1, 0.036, 0.23689282609779308, true
0.035, 1.0, 0.1, 0.075, 0.23993121964342548, true
0.02, 1.0, 0.1, 0.138, 0.2404923174178441, true
0.025, 1.0, 0.1, 0.06, 0.23937520108274285, true
0.035, 1.0, 0.1, 0.117, 0.240404319934214, true
0.025, 1.0, 0.1, 0.114, 0.24038997535177895, true
0.025, 1.0, 0.1, 0.069, 0.2397505939108721, true
0.035, 1.0, 0.1, 0.129, 0.24048393665534534, true
0.03, 1.0, 0.1, 0.075, 0.23992828582303916, true
0.03, 1.0, 0.1, 0.141, 0.2405128549510524, true
0.025, 1.0, 0.1, 0.129, 0.2404771916578752, true
0.035, 1.0, 0.1, 0.111, 0.24036694401867206, true
0.02, 1.0, 0.1, 0.06, 0.23936578574794967, true
0.03, 1.0, 0.1, 0.039, 0.23737806586600285, true
0.025, 1.0, 0.1, 0.051, 0.23884425137663368, true
0.02, 1.0, 0.1, 0.126, 0.24047298384858296, true
0.03, 1.0, 0.1, 0.129, 0.24047847080222395, true
0.035, 1.0, 0.1, 0.126, 0.24046976402856338, true
0.035, 1.0, 0.1, 0.087, 0.24012048939239655, true
0.035, 1.0, 0.1, 0.138, 0.24049462742780828, true
0.025, 1.0, 0.1, 0.093, 0.24018642950626737, true
0.02, 1.0, 0.1, 0.117, 0.24040031487818328, true
0.03, 1.0, 0.1, 0.108, 0.24035855535630957, true
0.03, 1.0, 0.1, 0.102, 0.24032317865063643, true
0.02, 1.0, 0.1, 0.069, 0.2397475355713652, true
0.03, 1.0, 0.1, 0.03, 0.23512653414017526, true
0.03, 1.0, 0.1, 0.045, 0.2381972616888837, true
0.025, 1.0, 0.1, 0.078, 0.23997229675272425, true
0.02, 1.0, 0.1, 0.042, 0.23785470703684414, true
0.025, 1.0, 0.1, 0.132, 0.2404766130316386, true
0.035, 1.0, 0.1, 0.06, 0.23937983011427647, true
0.02, 1.0, 0.1, 0.132, 0.2404768256809424, true
0.035, 1.0, 0.1, 0.123, 0.24043175144649506, true
0.025, 1.0, 0.1, 0.138, 0.2404940916476258, true
0.025, 1.0, 0.1, 0.054, 0.23904954264109024, true
0.03, 1.0, 0.1, 0.147, 0.24053224399868411, true
0.035, 1.0, 0.1, 0.078, 0.2399749482938404, true
0.02, 1.0, 0.1, 0.102, 0.24032202062343097, true
0.02, 1.0, 0.1, 0.114, 0.2403885082734909, true
0.025, 1.0, 0.1, 0.057, 0.23924201279622018, true
0.025, 1.0, 0.1, 0.096, 0.2402442969306094, true
0.03, 1.0, 0.1, 0.084, 0.24006994080158697, true
0.03, 1.0, 0.1, 0.081, 0.2400503969618919, true
0.03, 1.0, 0.1, 0.06, 0.23935648838340998, true
0.035, 1.0, 0.1, 0.084, 0.24007752596668433, true
0.03, 1.0, 0.1, 0.069, 0.23974639609053716, true
0.025, 1.0, 0.1, 0.126, 0.2404705050931245, true
0.025, 1.0, 0.1, 0.12, 0.2404396982059141, true
0.02, 1.0, 0.1, 0.063, 0.23951312613508077, true
0.02, 1.0, 0.1, 0.054, 0.23905232476187271, true
0.02, 1.0, 0.1, 0.15, 0.24054601106633772, true
0.03, 1.0, 0.1, 0.057, 0.2392267312286956, true
0.025, 1.0, 0.1, 0.072, 0.2398517750345911, true
0.035, 1.0, 0.1, 0.021, 0.23144782748136394, true
0.02, 1.0, 0.1, 0.105, 0.2403549009262539, true
0.025, 1.0, 0.1, 0.039, 0.237426590834683, true
0.03, 1.0, 0.1, 0.078, 0.23997070900556644, true
0.02, 1.0, 0.1, 0.108, 0.2403582216431911, true
0.02, 1.0, 0.1, 0.072, 0.23985531322710782, true
0.025, 1.0, 0.1, 0.117, 0.24039790907368286, true
0.025, 1.0, 0.1, 0.111, 0.24037137426770555, true
0.02, 1.0, 0.1, 0.087, 0.24012132696804986, true
0.025, 1.0, 0.1, 0.081, 0.24005005524923365, true
0.025, 1.0, 0.1, 0.075, 0.23993492173640896, true
0.02, 1.0, 0.1, 0.129, 0.2404771232016733, true
0.025, 1.0, 0.1, 0.027, 0.2336911362296006, true
0.03, 1.0, 0.1, 0.126, 0.24046945252596447, true
0.035, 1.0, 0.1, 0.018, 0.2298311515897284, true
0.02, 1.0, 0.1, 0.045, 0.23818954264788278, true
0.03, 1.0, 0.1, 0.066, 0.2396562964530975, true
0.025, 1.0, 0.1, 0.147, 0.24053264064767693, true
0.03, 1.0, 0.1, 0.132, 0.2404742724578556, true
0.035, 1.0, 0.1, 0.093, 0.24018613389848611, true
0.035, 1.0, 0.1, 0.009, 0.22444079342586554, true
0.035, 1.0, 0.1, 0.072, 0.2398545622580991, true
0.025, 1.0, 0.1, 0.012, 0.2271415867501581, true
0.025, 1.0, 0.1, 0.045, 0.2382038182670688, true
0.035, 1.0, 0.1, 0.09, 0.24013051716970008, true
0.035, 1.0, 0.1, 0.027, 0.2334504134109222, true
0.035, 1.0, 0.1, 0.066, 0.2396489349001049, true
0.025, 1.0, 0.1, 0.141, 0.24051211156107136, true
0.03, 1.0, 0.1, 0.123, 0.24042839770259988, true
0.025, 1.0, 0.1, 0.087, 0.2401165511895258, true
0.025, 1.0, 0.1, 0.063, 0.23950496496479406, true
0.03, 1.0, 0.1, 0.009, 0.2246492342034099, true
0.02, 1.0, 0.1, 0.141, 0.24051083814206098, true
0.025, 1.0, 0.1, 0.015, 0.22887876493485929, true
0.025, 1.0, 0.1, 0.135, 0.24047882745151955, true
0.035, 1.0, 0.1, 0.006, 0.22365574282604395, true
0.03, 1.0, 0.1, 0.006, 0.22366143578089814, true
0.02, 1.0, 0.1, 0.057, 0.23922968620890242, true
0.025, 1.0, 0.1, 0.048, 0.23854010143169982, true
0.02, 1.0, 0.1, 0.066, 0.23965306603127992, true
0.02, 1.0, 0.1, 0.096, 0.2402426193550983, true
0.03, 1.0, 0.1, 0.003, 0.22299652023685668, true
0.035, 1.0, 0.1, 0.054, 0.23903400287314944, true
0.035, 1.0, 0.1, 0.036, 0.2367914669704464, true
0.025, 1.0, 0.1, 0.099, 0.24028542853777068, true
0.035, 1.0, 0.1, 0.063, 0.23948350272403812, true
0.03, 1.0, 0.1, 0.09, 0.2401339889313311, true
0.035, 1.0, 0.1, 0.105, 0.24035079044149488, true
0.03, 1.0, 0.1, 0.138, 0.2404894404932633, true
0.02, 1.0, 0.1, 0.051, 0.23885137992678712, true
0.035, 1.0, 0.1, 0.144, 0.24052083798388751, true
0.035, 1.0, 0.1, 0.069, 0.2397435319078719, true
0.03, 1.0, 0.1, 0.135, 0.24047829862098374, true
0.03, 1.0, 0.1, 0.111, 0.24036659167623692, true
0.02, 1.0, 0.1, 0.036, 0.23691509659098509, true
0.03, 1.0, 0.1, 0.12, 0.24043382316561426, true
0.03, 1.0, 0.1, 0.099, 0.2402838949934923, true
0.03, 1.0, 0.1, 0.051, 0.23882880161950593, true
0.03, 1.0, 0.1, 0.093, 0.24018731247899047, true
0.025, 1.0, 0.1, 0.123, 0.24042909185015135, true
0.025, 1.0, 0.1, 0.018, 0.23047110860728295, true
0.03, 1.0, 0.1, 0.021, 0.23169376302436823, true
0.025, 1.0, 0.1, 0.033, 0.23611338840524143, true
0.035, 1.0, 0.1, 0.135, 0.24048214066044465, true
0.035, 1.0, 0.1, 0.024, 0.23275689589837933, true
0.03, 1.0, 0.1, 0.15, 0.24054768809274651, true
0.03, 1.0, 0.1, 0.018, 0.2302099969618142, true
0.03, 1.0, 0.1, 0.024, 0.23296418257451634, true
0.03, 1.0, 0.1, 0.027, 0.23357115658665265, true
0.03, 1.0, 0.1, 0.105, 0.2403545917376256, true
0.025, 1.0, 0.1, 0.006, 0.2236947175975924, true
0.025, 1.0, 0.1, 0.024, 0.23309843803360394, true
0.035, 1.0, 0.1, 0.081, 0.24004975230307912, true
0.035, 1.0, 0.1, 0.012, 0.2258894122134156, true
0.02, 1.0, 0.1, 0.075, 0.23993370126525104, true
0.02, 1.0, 0.1, 0.081, 0.24004670276613108, true
0.035, 1.0, 0.1, 0.15, 0.24054571681160733, true
0.03, 1.0, 0.1, 0.033, 0.23603875931039842, true
0.025, 1.0, 0.1, 0.084, 0.24007250713394213, true
0.03, 1.0, 0.1, 0.012, 0.22653601696470596, true
0.035, 1.0, 0.1, 0.045, 0.23814753725711818, true
0.03, 1.0, 0.1, 0.063, 0.2395031051846064, true
0.035, 1.0, 0.1, 0.147, 0.2405299543394409, true
0.035, 1.0, 0.1, 0.102, 0.24032284147771701, true
0.035, 1.0, 0.1, 0.039, 0.23728565615621652, true
0.035, 1.0, 0.1, 0.051, 0.2388125037234759, true
0.035, 1.0, 0.1, 0.0, 0.2224550370370375, true
0.02, 1.0, 0.1, 0.09, 0.24013479129430718, true
0.02, 1.0, 0.1, 0.144, 0.240520716376214, true
0.03, 1.0, 0.1, 0.015, 0.22848553639842106, true
0.025, 1.0, 0.1, 0.009, 0.22513181927961728, true
0.03, 1.0, 0.1, 0.0, 0.2224550370370375, true
0.035, 1.0, 0.1, 0.03, 0.23494452484863446, true
0.03, 1.0, 0.1, 0.072, 0.2398541178078351, true
0.02, 1.0, 0.1, 0.099, 0.24027913343924945, true
0.035, 1.0, 0.1, 0.108, 0.2403537100356795, true
0.025, 1.0, 0.1, 0.042, 0.2378425608494702, true
0.02, 1.0, 0.1, 0.111, 0.24037324672876223, true
0.035, 1.0, 0.1, 0.003, 0.22299652023685668, true
0.03, 1.0, 0.1, 0.048, 0.23852653996186757, true
0.035, 1.0, 0.1, 0.048, 0.23850586836576831, true
0.035, 1.0, 0.1, 0.096, 0.24023938671291759, true
0.035, 1.0, 0.1, 0.141, 0.24051121577677917, true
0.03, 1.0, 0.1, 0.117, 0.2404021871768014, true
0.025, 1.0, 0.1, 0.003, 0.22299652060643507, true
0.04, 1.0, 0.1, 0.069, 0.23973396929550472, true
0.045, 1.0, 0.1, 0.093, 0.24018466353750306, true
0.045, 1.0, 0.1, 0.117, 0.24040080157076332, true
0.045, 1.0, 0.1, 0.066, 0.23963249935791342, true
0.04, 1.0, 0.1, 0.096, 0.24023722904842945, true
0.055, 1.0, 0.1, 0.048, 0.2383934583806694, true
0.04, 1.0, 0.1, 0.0, 0.2224550370370375, true
0.055, 1.0, 0.1, 0.027, 0.23246224333619167, true
0.055, 1.0, 0.1, 0.096, 0.2402270957528447, true
0.055, 1.0, 0.1, 0.0, 0.2224550370370375, true
0.05, 1.0, 0.1, 0.027, 0.2327929146386131, true
0.04, 1.0, 0.1, 0.144, 0.2405184142587785, true
0.04, 1.0, 0.1, 0.018, 0.22931787474435683, true
0.04, 1.0, 0.1, 0.123, 0.24042936485251393, true
0.04, 1.0, 0.1, 0.12, 0.24043333946867332, true
0.045, 1.0, 0.1, 0.054, 0.23900903561418654, true
0.045, 1.0, 0.1, 0.12, 0.24043075765907607, true
0.045, 1.0, 0.1, 0.072, 0.2398459499298785, true
0.04, 1.0, 0.1, 0.135, 0.24047428161743853, true
0.04, 1.0, 0.1, 0.039, 0.23727521601657256, true
0.045, 1.0, 0.1, 0.051, 0.23879916953308217, true
0.04, 1.0, 0.1, 0.147, 0.24052677596595654, true
0.04, 1.0, 0.1, 0.063, 0.23946520804792443, true
0.05, 1.0, 0.1, 0.054, 0.23897270118046016, true
0.045, 1.0, 0.1, 0.039, 0.23718640552465556, true
0.04, 1.0, 0.1, 0.129, 0.24047947742887452, true
0.045, 1.0, 0.1, 0.111, 0.24036254810538618, true
0.045, 1.0, 0.1, 0.147, 0.24052631929150559, true
0.045, 1.0, 0.1, 0.126, 0.24046795072028973, true
0.04, 1.0, 0.1, 0.033, 0.23585198140660954, true
0.05, 1.0, 0.1, 0.069, 0.2397266237632436, true
0.04, 1.0, 0.1, 0.084, 0.24006501750916498, true
0.04, 1.0, 0.1, 0.078, 0.239967588611894, true
0.04, 1.0, 0.1, 0.117, 0.2404030215262124, true
0.045, 1.0, 0.1, 0.09, 0.24012259613358578, true
0.05, 1.0, 0.1, 0.105, 0.24034775023856078, true
0.055, 1.0, 0.1, 0.075, 0.23989395831131827, true
0.05, 1.0, 0.1, 0.147, 0.24052683702089467, true
0.045, 1.0, 0.1, 0.15, 0.2405456586857414, true
