Rvv,muvv,mupv,sigmav,C,conv_status
0.1, 1.0, 0.32, 0.29, 0.24063844738986362, true
0.1, 1.0, 0.28, 0.1, 0.23934740184895476, true
0.1, 1.0, 0.2, 0.28, 0.240640380341536, true
0.1, 1.0, 0.24, 0.06, 0.23613957906837396, true
0.1, 1.0, 0.36, 0.3, 0.2406328513707522, true
0.1, 1.0, 0.4, 0.09, 0.23814176350913807, true
0.1, 1.0, 0.28, 0.31, 0.24065171444502398, true
0.1, 1.0, 0.36, 0.28, 0.24059125414131835, true
0.1, 1.0, 0.24, 0.1, 0.2395300831511456, true
0.1, 1.0, 0.32, 0.15, 0.24015274181765328, true
0.1, 1.0, 0.2, 0.27, 0.2406409088856915, true
0.1, 1.0, 0.2, 0.21, 0.24056580487930193, true
0.1, 1.0, 0.24, 0.0, 0.22245503703703726, true
0.1, 1.0, 0.32, 0.27, 0.24060062017866474, true
0.1, 1.0, 0.24, 0.16, 0.24036823786718806, true
0.1, 1.0, 0.4, 0.1, 0.23864361559453207, true
0.1, 1.0, 0.32, 0.16, 0.24024697121240668, true
0.1, 1.0, 0.36, 0.21, 0.24045587000642854, true
0.1, 1.0, 0.2, 0.3, 0.24067071665877493, true
0.1, 1.0, 0.28, 0.11, 0.23961655348508548, true
0.1, 1.0, 0.28, 0.21, 0.24050390230823562, true
0.1, 1.0, 0.24, 0.21, 0.2405473610063887, true
0.1, 1.0, 0.24, 0.24, 0.24058838696265533, true
0.1, 1.0, 0.24, 0.13, 0.2400985668361007, true
0.1, 1.0, 0.24, 0.23, 0.2405750958233486, true
0.1, 1.0, 0.24, 0.09, 0.2391374233059574, true
0.1, 1.0, 0.24, 0.32, 0.24067002732276316, true
0.1, 1.0, 0.2, 0.31, 0.2406690529845914, true
0.1, 1.0, 0.24, 0.14, 0.24021153370961382, true
0.1, 1.0, 0.4, 0.19, 0.2403205093209104, true
0.1, 1.0, 0.2, 0.22, 0.24058139502805204, true
0.1, 1.0, 0.32, 0.07, 0.236752070392458, true
0.1, 1.0, 0.36, 0.24, 0.2405326918513032, true
0.1, 1.0, 0.32, 0.13, 0.239893085705452, true
0.1, 1.0, 0.2, 0.16, 0.2404215183006385, true
0.1, 1.0, 0.4, 0.08, 0.23722501991933043, true
0.1, 1.0, 0.36, 0.11, 0.23930034728757543, true
0.1, 1.0, 0.2, 0.17, 0.24047785091458784, true
0.1, 1.0, 0.32, 0.12, 0.2397041213376889, true
0.1, 1.0, 0.2, 0.33, 0.24067951683857003, true
0.1, 1.0, 0.36, 0.05, 0.2285474225953953, true
0.1, 1.0, 0.36, 0.12, 0.23954014588766512, true
0.1, 1.0, 0.24, 0.27, 0.2406168640970793, true
0.1, 1.0, 0.4, 0.14, 0.2398329761281771, true
0.1, 1.0, 0.4, 0.03, 0.22768759803132504, true
0.1, 1.0, 0.32, 0.14, 0.2400065000765792, true
0.1, 1.0, 0.2, 0.15, 0.24038388928793933, true
0.1, 1.0, 0.36, 0.13, 0.2397805460309968, true
0.1, 1.0, 0.24, 0.2, 0.240515952560951, true
0.1, 1.0, 0.4, 0.11, 0.23916077647549217, true
0.1, 1.0, 0.28, 0.24, 0.2405618336077329, true
0.1, 1.0, 0.36, 0.25, 0.24054605389971506, true
0.1, 1.0, 0.28, 0.14, 0.2401263087362472, true
0.1, 1.0, 0.28, 0.03, 0.22825890373621976, true
0.1, 1.0, 0.32, 0.17, 0.2403198969466206, true
0.1, 1.0, 0.36, 0.33, 0.24063636361377694, true
0.1, 1.0, 0.36, 0.14, 0.2399176651927107, true
0.1, 1.0, 0.32, 0.2, 0.24046068824980493, true
0.1, 1.0, 0.32, 0.0, 0.22245503703703726, true
0.1, 1.0, 0.4, 0.12, 0.23937233933541602, true
0.1, 1.0, 0.28, 0.02, 0.22615391605927168, true
0.1, 1.0, 0.32, 0.33, 0.24065099767153433, true
0.1, 1.0, 0.24, 0.18, 0.24045809898265078, true
0.1, 1.0, 0.2, 0.2, 0.24054347722300512, true
0.1, 1.0, 0.24, 0.02, 0.2262894620672363, true
0.1, 1.0, 0.24, 0.05, 0.23437457260078293, true
0.1, 1.0, 0.32, 0.1, 0.23914423728301576, true
0.1, 1.0, 0.36, 0.31, 0.24064520844097945, true
0.1, 1.0, 0.32, 0.06, 0.2345102732269359, true
0.1, 1.0, 0.2, 0.19, 0.24051717661058075, true
0.1, 1.0, 0.4, 0.0, 0.2224550370370372, true
0.1, 1.0, 0.36, 0.08, 0.23751846488615683, true
0.1, 1.0, 0.28, 0.13, 0.23997639913963245, true
0.1, 1.0, 0.28, 0.35, 0.24068802630306071, true
0.1, 1.0, 0.28, 0.05, 0.23388500155030406, true
0.1, 1.0, 0.32, 0.34, 0.24064950393066747, true
0.1, 1.0, 0.36, 0.06, 0.23277940967007735, true
0.1, 1.0, 0.36, 0.1, 0.23890719254842602, true
0.1, 1.0, 0.24, 0.33, 0.24067055920247454, true
0.1, 1.0, 0.24, 0.22, 0.24054956011129316, true
0.1, 1.0, 0.32, 0.22, 0.24049421931778497, true
0.1, 1.0, 0.28, 0.26, 0.24059115109914206, true
0.1, 1.0, 0.24, 0.28, 0.24063568126493656, true
0.1, 1.0, 0.28, 0.09, 0.23888112754054366, true
0.1, 1.0, 0.28, 0.04, 0.23012456914950172, true
0.1, 1.0, 0.4, 0.02, 0.22583621720968838, true
0.1, 1.0, 0.24, 0.29, 0.24066019678465314, true
0.1, 1.0, 0.32, 0.24, 0.24054097506530256, true
0.1, 1.0, 0.4, 0.2, 0.24038554130507614, true
0.1, 1.0, 0.24, 0.01, 0.22427211113885823, true
0.1, 1.0, 0.28, 0.01, 0.22420721356350273, true
0.1, 1.0, 0.32, 0.32, 0.24065720239752722, true
0.1, 1.0, 0.36, 0.35, 0.24067376454563177, true
0.1, 1.0, 0.36, 0.01, 0.22409667564887595, true
0.1, 1.0, 0.28, 0.17, 0.24037072353826985, true
0.1, 1.0, 0.36, 0.07, 0.23626540864587206, true
0.1, 1.0, 0.2, 0.24, 0.24059873425053963, true
0.1, 1.0, 0.32, 0.23, 0.24053678398237152, true
0.1, 1.0, 0.36, 0.22, 0.24047937430302324, true
0.1, 1.0, 0.4, 0.07, 0.23569634387784086, true
0.1, 1.0, 0.36, 0.32, 0.24065714686458878, true
0.1, 1.0, 0.2, 0.13, 0.24021412606659232, true
0.1, 1.0, 0.36, 0.03, 0.22785321992134935, true
0.1, 1.0, 0.32, 0.19, 0.2403969836963835, true
0.1, 1.0, 0.2, 0.29, 0.24067052112760018, true
0.1, 1.0, 0.4, 0.23, 0.24048505564325448, true
0.1, 1.0, 0.4, 0.13, 0.23967046325015123, true
0.1, 1.0, 0.32, 0.04, 0.2302789984302802, true
0.1, 1.0, 0.32, 0.08, 0.23789252089084484, true
0.1, 1.0, 0.28, 0.29, 0.24063144739226497, true
0.1, 1.0, 0.24, 0.34, 0.2406679441938069, true
0.1, 1.0, 0.4, 0.16, 0.2401152964943588, true
0.1, 1.0, 0.32, 0.26, 0.24057359454479862, true
0.1, 1.0, 0.28, 0.27, 0.24060479136718194, true
0.1, 1.0, 0.36, 0.09, 0.23840675296779865, true
0.1, 1.0, 0.32, 0.11, 0.2394484368415818, true
0.1, 1.0, 0.36, 0.19, 0.2403575472647441, true
0.1, 1.0, 0.36, 0.2, 0.24041555864292674, true
0.1, 1.0, 0.28, 0.12, 0.23985471133912165, true
0.1, 1.0, 0.32, 0.01, 0.22414934449304524, true
0.1, 1.0, 0.28, 0.23, 0.24055581748942578, true
0.1, 1.0, 0.36, 0.15, 0.24006798418802025, true
0.1, 1.0, 0.36, 0.23, 0.24050450425971928, true
0.1, 1.0, 0.28, 0.0, 0.22245503703703726, true
0.1, 1.0, 0.28, 0.32, 0.2406606004373736, true
0.1, 1.0, 0.24, 0.31, 0.2406541398202326, true
0.1, 1.0, 0.4, 0.21, 0.24041384681306957, true
0.1, 1.0, 0.4, 0.15, 0.23998327850248066, true
0.1, 1.0, 0.28, 0.06, 0.2354728197523109, true
0.1, 1.0, 0.4, 0.17, 0.24021295049519018, true
0.1, 1.0, 0.28, 0.25, 0.24057912886491553, true
0.1, 1.0, 0.2, 0.25, 0.24060867475335013, true
0.1, 1.0, 0.36, 0.04, 0.23008047934673365, true
0.1, 1.0, 0.4, 0.01, 0.22404848006801145, true
0.1, 1.0, 0.36, 0.18, 0.24032378393064602, true
0.1, 1.0, 0.24, 0.26, 0.24061313627694084, true
0.1, 1.0, 0.24, 0.19, 0.24048597392002027, true
0.1, 1.0, 0.4, 0.06, 0.23280086836235905, true
0.1, 1.0, 0.32, 0.03, 0.2280430695581202, true
0.1, 1.0, 0.28, 0.19, 0.24042739752709438, true
0.1, 1.0, 0.2, 0.26, 0.24062029133539006, true
0.1, 1.0, 0.36, 0.02, 0.22593130761828256, true
0.1, 1.0, 0.28, 0.3, 0.2406490845349019, true
0.1, 1.0, 0.2, 0.14, 0.24027003836729768, true
0.1, 1.0, 0.2, 0.34, 0.24066675366327384, true
0.1, 1.0, 0.36, 0.16, 0.24017194717767862, true
0.1, 1.0, 0.4, 0.18, 0.24028235750721877, true
0.1, 1.0, 0.24, 0.04, 0.22946573817754629, true
0.1, 1.0, 0.24, 0.35, 0.24068611292766057, true
0.1, 1.0, 0.24, 0.3, 0.24065116657608054, true
0.1, 1.0, 0.24, 0.07, 0.2378170249146874, true
0.1, 1.0, 0.28, 0.34, 0.240665728108025, true
0.1, 1.0, 0.28, 0.16, 0.24029558253279756, true
0.1, 1.0, 0.24, 0.03, 0.22851686464803186, true
0.1, 1.0, 0.4, 0.05, 0.22902097291070483, true
0.1, 1.0, 0.28, 0.18, 0.24040601044364535, true
0.1, 1.0, 0.4, 0.04, 0.22984218513416452, true
0.1, 1.0, 0.28, 0.28, 0.24061943185300375, true
0.1, 1.0, 0.36, 0.27, 0.2405692109803425, true
0.1, 1.0, 0.48, 0.2, 0.2403099718148612, true
0.1, 1.0, 0.4, 0.3, 0.2406127300155474, true
0.1, 1.0, 0.44, 0.12, 0.23929859195581327, true
0.1, 1.0, 0.52, 0.33, 0.24062489818407418, true
0.1, 1.0, 0.56, 0.33, 0.24061353657860518, true
0.1, 1.0, 0.52, 0.07, 0.23409588148774968, true
0.1, 1.0, 0.48, 0.19, 0.24023702239896824, true
0.1, 1.0, 0.44, 0.16, 0.24005590793929632, true
0.1, 1.0, 0.44, 0.21, 0.24038688832565872, true
0.1, 1.0, 0.4, 0.32, 0.2406374789842684, true
0.1, 1.0, 0.52, 0.19, 0.24019073332196694, true
0.1, 1.0, 0.56, 0.2, 0.24024721754380512, true
0.1, 1.0, 0.4, 0.26, 0.24053871448286882, true
0.1, 1.0, 0.6, 0.24, 0.24040808501261585, true
0.1, 1.0, 0.6, 0.21, 0.2402778209693132, true
0.1, 1.0, 0.48, 0.17, 0.24007239293595034, true
0.1, 1.0, 0.44, 0.18, 0.24022677435150494, true
0.1, 1.0, 0.48, 0.33, 0.2406262279554232, true
0.1, 1.0, 0.44, 0.28, 0.24058717422552506, true
0.1, 1.0, 0.56, 0.12, 0.23888673154532886, true
0.1, 1.0, 0.48, 0.12, 0.23920629770191482, true
0.1, 1.0, 0.4, 0.25, 0.24052197202731831, true
0.1, 1.0, 0.6, 0.15, 0.23957544394671085, true
0.1, 1.0, 0.6, 0.25, 0.2404450973413619, true
0.1, 1.0, 0.6, 0.13, 0.23914278277812082, true
0.1, 1.0, 0.6, 0.1, 0.23762187357866016, true
0.1, 1.0, 0.56, 0.35, 0.24062387222699141, true
0.1, 1.0, 0.52, 0.18, 0.2401436865118935, true
0.1, 1.0, 0.56, 0.24, 0.24042660603365168, true
0.1, 1.0, 0.6, 0.3, 0.24057741103902278, true
0.1, 1.0, 0.44, 0.27, 0.2405618551083089, true
0.1, 1.0, 0.48, 0.15, 0.239845924938915, true
0.1, 1.0, 0.56, 0.09, 0.23704394346152788, true
0.1, 1.0, 0.44, 0.09, 0.23786691044718988, true
0.1, 1.0, 0.44, 0.19, 0.24029259148259552, true
0.1, 1.0, 0.48, 0.0, 0.2224550370370372, true
0.1, 1.0, 0.56, 0.3, 0.24059060320166237, true
0.1, 1.0, 0.52, 0.11, 0.23863505537248145, true
0.1, 1.0, 0.52, 0.09, 0.23734191708883803, true
0.1, 1.0, 0.52, 0.24, 0.24045991489380447, true
0.1, 1.0, 0.6, 0.31, 0.24059047142401077, true
0.1, 1.0, 0.6, 0.16, 0.23978620614304677, true
0.1, 1.0, 0.6, 0.23, 0.24037102284270756, true
0.1, 1.0, 0.48, 0.1, 0.23826247684217197, true
0.1, 1.0, 0.6, 0.2, 0.24020200951441695, true
0.1, 1.0, 0.52, 0.25, 0.24047829990740902, true
0.1, 1.0, 0.56, 0.21, 0.24030408471978407, true
0.1, 1.0, 0.52, 0.28, 0.24055317044015045, true
0.1, 1.0, 0.56, 0.17, 0.23998011355464294, true
0.1, 1.0, 0.52, 0.15, 0.23974382459009325, true
0.1, 1.0, 0.56, 0.32, 0.24061300045060752, true
0.1, 1.0, 0.52, 0.22, 0.2403854470979744, true
0.1, 1.0, 0.44, 0.23, 0.2404649052502893, true
0.1, 1.0, 0.48, 0.18, 0.24016169324430614, true
0.1, 1.0, 0.44, 0.11, 0.23900620236588652, true
0.1, 1.0, 0.56, 0.13, 0.23924398978713537, true
0.1, 1.0, 0.52, 0.32, 0.2406242781308489, true
0.1, 1.0, 0.48, 0.35, 0.2406538710753062, true
0.1, 1.0, 0.56, 0.34, 0.2406261373554517, true
0.1, 1.0, 0.4, 0.27, 0.2405685542484426, true
0.1, 1.0, 0.44, 0.14, 0.23974728343082544, true
0.1, 1.0, 0.44, 0.08, 0.23690826374210716, true
0.1, 1.0, 0.6, 0.33, 0.24060466079737897, true
0.1, 1.0, 0.44, 0.34, 0.24064613599849005, true
